amount,payment_method,bank,hour,user_success_rate,success
4256,2,1,10,0.5712091321486643,0
3222,0,0,15,0.36612628255676316,0
4799,0,3,13,0.4335252821863668,0
4877,2,3,2,0.30502210684531766,0
4000,2,4,20,0.42691915703926353,0
623,1,1,1,0.5313131477988526,0
2493,1,2,2,0.6767529036126062,1
3217,0,1,3,0.9434940478279126,0
2693,1,0,21,0.6782288070694387,1
2068,1,3,4,0.793922478955039,1
1853,2,0,9,0.5503739639140419,0
2396,1,4,19,0.826141555497087,1
2361,0,3,1,0.7343281222360342,1
2386,1,2,11,0.6218558092924029,1
4302,0,3,4,0.43563815642385806,0
2978,2,1,4,0.5124786355981092,0
4243,0,1,22,0.7346622611630285,0
3744,1,3,0,0.5982394270552011,0
4532,2,4,3,0.9225705897243364,0
2155,1,1,20,0.46438819007490967,0
4820,2,1,23,0.3511508565772906,0
1376,2,2,11,0.7125440035538391,1
2866,1,3,11,0.9202355881330531,1
402,1,1,15,0.5553173206078521,0
738,2,4,23,0.7533979344077155,1
155,2,0,16,0.46198883552400405,0
4921,1,3,20,0.6909303451708818,0
625,0,2,9,0.8507544706038572,1
4669,1,1,16,0.9069221191436787,0
4223,2,4,16,0.3735833908966777,0
2225,1,3,17,0.5494621614052718,0
3387,0,4,1,0.7477511093551091,0
464,1,4,3,0.32430600766555656,0
4721,2,2,18,0.7834306401055788,0
1746,1,3,10,0.6696237179626789,1
1018,2,1,16,0.5019963954540185,0
2897,2,2,11,0.8702581154158353,1
1631,1,1,1,0.5030354986070427,0
3445,2,0,5,0.9939905323426623,0
2006,2,4,8,0.8714591323793381,1
3186,0,0,4,0.7955863509681613,0
4680,0,4,19,0.3429432905738522,0
2175,0,2,20,0.9330172603910913,1
813,0,1,8,0.8530387140162856,1
1162,2,1,22,0.46031755550426157,0
2076,1,2,7,0.5745737269288222,0
1396,2,3,19,0.4880420861334,0
225,2,0,7,0.9890912239267464,1
4732,2,0,21,0.8979375113638917,0
3696,1,1,20,0.9511577118865717,0
3383,0,1,22,0.8521419654628009,0
1703,2,1,5,0.6194437687491732,1
166,2,2,2,0.4438039748702795,0
332,0,3,4,0.44565610983681364,0
2256,2,0,8,0.40617799385667386,0
1269,1,4,6,0.6826546852123778,1
2258,2,2,3,0.9439765660045498,1
4306,2,0,6,0.9942586490320364,0
1593,0,3,4,0.5011098600257353,0
4818,2,2,10,0.7881201782077105,0
4107,2,0,14,0.7179686109272645,0
2572,1,2,1,0.6422552818134177,1
2760,0,0,12,0.7660380506684289,1
2839,0,0,21,0.5599541132860483,0
1861,1,3,15,0.9611393425654147,1
3614,2,4,6,0.7938142073944359,0
2075,0,3,7,0.8279407643947112,1
2462,0,0,5,0.46969546650425176,0
976,2,2,23,0.41800740244833356,0
3912,2,3,6,0.5760385551660261,0
3548,0,4,17,0.8366707397353077,0
1412,2,0,21,0.9571571368270002,1
1560,0,3,21,0.5991308781818054,0
2809,2,3,19,0.8419097547480161,1
2424,2,3,6,0.6292853336267666,1
1833,1,3,2,0.5066597746888246,0
1705,2,2,4,0.8174856055080932,1
2663,1,4,0,0.8587414937869291,1
3521,2,4,14,0.4419885558564761,0
3617,0,0,2,0.5136186514317315,0
2497,0,1,7,0.6463437904315635,1
3835,2,2,8,0.43056528083681367,0
2970,2,0,14,0.9501840091276548,1
1260,0,0,9,0.7139337387925239,1
4954,2,3,1,0.38484229416018484,0
342,1,1,19,0.42882090527772343,0
2690,1,1,4,0.9680487417273911,1
1163,1,2,18,0.8167180099876328,1
4424,1,1,12,0.8140835591534903,0
2695,1,0,10,0.3507490158035382,0
1019,2,1,0,0.9267091863962629,1
105,2,1,21,0.6106147537910231,1
567,1,4,14,0.7618021258479484,1
4270,2,0,17,0.9717824533798096,0
103,2,1,15,0.37000866624958983,0
745,1,1,8,0.637593521640605,1
217,2,3,0,0.3347289156633522,0
3028,2,1,10,0.6496817963266008,0
2651,2,1,8,0.47658158734129974,0
4389,1,4,22,0.9377458704917094,0
946,2,0,10,0.5789447459911607,0
2862,0,2,12,0.7437107122364554,1
1241,0,0,1,0.9022010853701843,1
1910,1,3,13,0.9885843008920234,1
823,0,0,5,0.6526735592299822,1
324,1,1,7,0.6190303920030191,1
4727,0,3,17,0.3530177517075211,0
4308,0,0,15,0.3089172603360505,0
4754,0,3,20,0.7261614647489473,0
2148,1,2,11,0.3458250465033522,0
4849,1,0,10,0.5662652559269312,0
4515,2,1,5,0.302524505274523,0
1673,1,3,2,0.7306592492759695,1
1928,0,4,13,0.5977906123083473,0
2017,0,3,1,0.3889145388504015,0
4334,1,4,10,0.5074573247885754,0
2126,1,1,21,0.6987624892803471,1
3844,1,2,2,0.7596993576069839,0
1001,2,4,17,0.6236351157644127,1
4885,0,2,0,0.8627713812636619,0
2139,2,3,23,0.37870828819208996,0
109,2,1,0,0.3591820058286854,0
360,0,4,11,0.3309709883124658,0
1773,0,3,14,0.6750794876146096,1
2319,1,0,4,0.7943621929641205,1
2160,1,3,5,0.39136497959577077,0
3813,2,2,15,0.7472619352987747,0
1719,1,1,11,0.6338634363326743,1
420,1,1,11,0.9911411501057805,1
1442,0,3,2,0.8022315264864879,1
2476,0,0,22,0.7602313346341381,1
2932,1,2,1,0.6993148144106411,1
2924,0,3,6,0.9981563270847926,1
2094,1,3,1,0.9863214195982042,1
3058,0,1,20,0.676680587846165,0
2138,0,2,6,0.6186283431339832,1
3590,0,0,10,0.6234804458912266,0
3777,0,1,10,0.5998396732263559,0
1218,1,3,13,0.6719788148974255,1
1704,2,1,2,0.4915089874700595,0
4127,0,1,13,0.9487521481800985,0
335,1,4,10,0.6431610570233546,1
2069,1,1,3,0.8894054682870263,1
4529,0,1,16,0.6327125722673339,0
2008,2,2,15,0.8028031917371701,1
475,0,1,2,0.5358173751336059,0
3630,1,0,9,0.7373648004132823,0
2735,2,3,20,0.6488600118156436,1
1670,1,2,14,0.5569799795735269,0
2660,0,1,7,0.9170893827476005,1
3491,2,0,17,0.37889817792423625,0
3065,1,3,2,0.6408462038233772,0
3743,1,2,6,0.43605835128629566,0
3950,1,0,9,0.902738563852314,0
972,0,1,19,0.47742854130096435,0
1352,2,4,8,0.7434012380782751,1
1414,0,4,13,0.4158944605597478,0
4920,0,2,22,0.5834395686295857,0
2998,0,0,13,0.9295500369545548,1
177,2,3,10,0.4162451110813583,0
2721,0,0,0,0.7642370777438376,1
4327,0,4,3,0.44315725938916833,0
700,0,2,5,0.5910243367725161,0
1165,0,1,21,0.6784318190622195,1
2236,1,0,21,0.7041144927328234,1
2549,0,4,4,0.7217579362872086,1
2443,1,3,2,0.7480919907736455,1
1963,0,2,1,0.4902380883716583,0
1418,2,1,2,0.5809572400020113,0
4811,1,0,8,0.3261230645025451,0
3697,1,3,18,0.8381298835719626,0
3862,1,1,18,0.8859696512522317,0
4770,1,4,16,0.43946573443988185,0
2290,2,4,17,0.44101077524077725,0
1092,0,3,10,0.3294254815332945,0
2812,1,4,11,0.9792686759547411,1
2292,2,2,2,0.8650305976820603,1
1348,1,3,17,0.5524922420342224,0
3154,0,4,23,0.6373357900288776,0
4698,1,0,5,0.5043768724556079,0
4133,2,4,6,0.718070777825459,0
2097,0,2,0,0.8021158886334558,1
3787,2,1,5,0.6131579345943103,0
2251,0,1,17,0.9115159353041364,1
4118,0,4,12,0.6619181035531669,0
3210,0,1,21,0.40097728835446755,0
2070,1,4,18,0.7356039630863491,1
297,2,2,6,0.6235616761354618,1
2726,2,1,18,0.954970304157208,1
1302,2,0,8,0.5743257446551394,0
2135,0,4,2,0.5820060174050727,0
577,1,1,22,0.7555413728471272,1
1354,0,2,11,0.6688903528284995,1
1022,2,2,19,0.5621149142769044,0
519,1,0,23,0.9928420909760627,1
2304,1,2,17,0.5115298569995917,0
2697,1,2,7,0.49427015438951993,0
1220,2,1,8,0.9050993399654723,1
3168,1,4,12,0.30236106048538886,0
1050,1,3,7,0.4408772126334353,0
2436,0,2,21,0.7133126817833833,1
2343,0,2,9,0.41371536949126536,0
2745,1,3,16,0.9900627459065117,1
1957,1,2,6,0.6249369356951417,1
4712,0,1,16,0.7181548524723855,0
1965,0,1,22,0.41226142557363515,0
3012,0,3,17,0.5025646706103495,0
2953,2,2,23,0.7302373478755908,1
3328,2,2,1,0.6846873613004782,0
3819,0,4,2,0.8490547618088162,0
3328,1,2,18,0.48846322500202133,0
2471,0,1,0,0.7574795026945738,1
2991,2,0,20,0.5036828540242058,0
3856,1,0,20,0.7107268338222843,0
4325,2,0,9,0.723521677379646,0
194,1,0,20,0.3852873779481421,0
2774,2,2,13,0.6840431774803862,1
2055,1,2,12,0.30835680996792775,0
893,1,4,8,0.650847525962284,1
1934,1,2,5,0.7882653220256524,1
2216,1,0,5,0.3509829102929921,0
4206,2,3,18,0.957097571491919,0
3425,2,3,20,0.621128872392618,0
3019,1,1,9,0.9568913929368432,0
2697,1,1,22,0.3751788965837927,0
3305,2,2,2,0.9649318160936742,0
4907,1,3,17,0.37643796959774267,0
914,1,0,20,0.6230470589159351,1
445,1,0,18,0.9565944467088059,1
2449,0,0,4,0.46289574027221003,0
462,1,2,10,0.32434948660111385,0
2543,0,2,9,0.8551774725197545,1
2365,1,4,16,0.7171185463683069,1
2288,2,0,3,0.6597448350310084,1
3105,0,0,20,0.32404036904725286,0
3381,0,2,17,0.7572618881647916,0
1084,1,2,17,0.42013634631919533,0
1739,1,4,0,0.9518376761432867,1
927,0,4,13,0.7800088657529773,1
2830,2,1,7,0.7949237216236855,1
3631,2,3,1,0.4628061908278963,0
4551,1,0,18,0.9165276866397027,0
3035,2,0,14,0.6764127995482407,0
3976,2,4,1,0.8999589244699613,0
226,1,4,3,0.4896632323825932,0
3277,2,1,0,0.8288231991687722,0
3156,1,3,18,0.7021968325620331,0
703,0,1,20,0.33389351406740714,0
3549,1,3,9,0.5837396266413009,0
4246,0,0,0,0.4287373255864254,0
3633,0,1,19,0.5514215115151293,0
3467,2,4,21,0.5683461439856556,0
3468,2,1,14,0.6324498471198693,0
3897,2,1,3,0.7202033099099241,0
1892,1,0,6,0.6996843567487394,1
2961,2,4,6,0.3272939832934965,0
3576,0,4,21,0.8254824529421052,0
3517,2,2,17,0.9644287191309378,0
1745,2,2,12,0.5440769022894766,0
1305,1,2,9,0.42582283093678097,0
3130,1,0,23,0.6780010941807697,0
2972,0,1,7,0.7934390497709007,1
3172,1,4,9,0.7752334261693642,0
1954,2,4,13,0.7284767042506007,1
4121,1,1,13,0.402362576489746,0
4762,0,4,19,0.8857774260820988,0
2808,2,1,21,0.5979350936931707,0
3602,0,0,10,0.455028008122309,0
1432,1,0,5,0.3603862987441675,0
301,1,0,20,0.5917033804811342,0
3607,0,1,0,0.7325811327931151,0
4312,2,1,18,0.7657643964060554,0
674,1,3,6,0.9739158379780797,1
636,1,4,23,0.4072036585646302,0
1725,2,4,17,0.9900415656382864,1
2222,1,3,2,0.7582731164005595,1
485,0,3,19,0.617960340395041,1
3381,1,0,10,0.9217359580937114,0
574,1,3,4,0.7861358193673749,1
517,2,1,18,0.5441020503999107,0
3700,0,2,20,0.918859987603523,0
1054,2,1,23,0.7666308197736743,1
4958,1,3,23,0.7891861490559535,0
1305,1,4,1,0.9274729216602182,1
4859,2,1,21,0.6138913455783386,0
4220,2,4,3,0.7598328741718295,0
2090,2,1,9,0.8212823151464463,1
4905,0,4,1,0.617758040691547,0
3672,1,1,7,0.3584164810164554,0
4480,2,4,0,0.8400078383660525,0
4258,1,2,5,0.33347144692035324,0
4857,0,0,10,0.8025400812059167,0
2813,0,1,9,0.9376126459671872,1
2303,0,2,12,0.542878298859013,0
3220,0,0,0,0.3714432495964788,0
1066,1,1,1,0.46300479285358875,0
3532,0,2,2,0.6935970948877747,0
788,0,2,8,0.9598618201742604,1
4343,2,2,4,0.6585979109202817,0
3801,0,3,9,0.37891610173768736,0
441,2,4,9,0.7394482216014365,1
1824,0,0,11,0.812991455751559,1
4522,0,4,17,0.5752985689949537,0
1892,2,4,20,0.8050598450417901,1
1859,0,4,20,0.5273759705974328,0
3312,1,2,0,0.8523631061174892,0
1089,1,4,2,0.5387505116990483,0
2362,0,3,4,0.47927496412043813,0
2582,1,1,16,0.9154269841241025,1
1051,2,2,7,0.6839313948227773,1
822,0,0,16,0.4996094021191793,0
3489,0,1,8,0.9545608227529472,0
2179,2,1,5,0.7835958228262344,1
2817,2,1,16,0.454490279758897,0
2432,2,4,7,0.7302496482149463,1
3476,0,4,20,0.9092511819023172,0
4624,2,2,6,0.7873071997780401,0
1600,2,4,6,0.4713314055320913,0
385,1,4,14,0.7541938300861604,1
3595,1,4,6,0.7334115609041405,0
2165,0,2,21,0.874590564505082,1
868,1,2,7,0.42469281789768987,0
3157,1,3,8,0.7897442669009519,0
4389,2,3,14,0.3191594844935914,0
2261,2,3,1,0.7873227104450373,1
3393,1,3,6,0.9723061127569899,0
1046,1,1,14,0.4220717863747322,0
3435,1,1,17,0.5179098409733062,0
4250,0,3,21,0.7080101004199858,0
4995,0,3,17,0.8126765321000788,0
4973,0,0,9,0.541059973283174,0
1581,1,1,21,0.7649812839980963,1
2001,1,0,17,0.9294951547754331,1
3551,0,0,0,0.8085911510569832,0
4164,0,4,6,0.7977159023215709,0
154,1,2,2,0.5673794608916312,0
1923,2,1,13,0.9380005161867406,1
3562,0,3,11,0.49412605937275444,0
3179,1,3,13,0.44369624963379045,0
932,1,2,3,0.5549567536085527,0
4508,2,1,12,0.7551093545169458,0
2906,1,3,15,0.9031745903361548,1
2590,1,3,15,0.39245514764312195,0
427,0,4,21,0.8696615240821142,1
3410,0,0,4,0.8689763762682965,0
3400,2,3,19,0.7108435496130603,0
3775,2,1,5,0.8324535577046179,0
3154,1,2,5,0.42731648870611116,0
2243,0,4,17,0.41871020057449937,0
1411,2,1,5,0.9039600238901089,1
3291,2,4,6,0.6487039060641968,0
2638,2,0,23,0.47215604997699434,0
4083,1,3,23,0.7821112503244265,0
4647,0,1,15,0.9243126168539546,0
264,2,2,8,0.7426258521609748,1
4377,0,0,12,0.543141530058012,0
922,2,0,11,0.6382664357051102,1
1043,2,4,18,0.8265886226617376,1
4525,0,0,22,0.34725086021067125,0
874,0,1,22,0.45201516116950957,0
2298,0,4,0,0.623808230654613,1
3256,1,0,7,0.7229686748679691,0
4342,2,2,3,0.537415913729627,0
3795,1,1,20,0.5088736453089164,0
3552,0,2,21,0.3289689369898049,0
1014,2,2,18,0.3228212404360133,0
1408,1,4,20,0.4950863980119779,0
4277,2,3,4,0.67135427006268,0
613,1,4,16,0.689460047511788,1
2020,0,1,2,0.6458192450068081,1
3694,1,1,18,0.5869164788019839,0
4941,2,4,0,0.47660411248292456,0
1509,2,3,22,0.5804861021149474,0
4902,2,4,0,0.3971319757698594,0
4666,2,1,22,0.38068146031822575,0
3290,0,3,19,0.509960279769654,0
4591,1,1,8,0.9967441574990537,0
1655,0,3,22,0.5285478632614788,0
904,0,3,4,0.9555194732485737,1
1379,0,4,6,0.5745835020373857,0
3677,2,4,5,0.6073069938397265,0
3001,2,4,16,0.8579440182415605,0
1487,2,3,21,0.3655468292132197,0
4788,1,3,16,0.4276193265155476,0
2861,2,1,12,0.9816881854826502,1
2779,1,2,11,0.6541421379724862,1
2206,2,4,3,0.3310167775460412,0
4323,2,1,7,0.33316651313923534,0
4931,0,1,4,0.935068478644175,0
2868,0,0,4,0.9113555626911023,1
4053,0,4,12,0.62087937486157,0
3286,1,1,10,0.4142554601612191,0
3380,1,0,7,0.8811992244537357,0
2673,2,4,7,0.5272200750957553,0
4716,1,3,0,0.5933408790641668,0
2699,2,0,12,0.7777334653345226,1
4133,1,3,4,0.5473788473853581,0
336,1,2,20,0.740068948688805,1
1404,1,2,7,0.9196978973098089,1
3530,0,2,16,0.8581612881421341,0
1401,1,2,22,0.5671277517070122,0
2641,0,1,22,0.5015555882926144,0
2151,0,2,12,0.4998573141176913,0
541,1,1,8,0.5440138052636081,0
2176,2,1,1,0.6454618907073406,1
3280,2,4,18,0.5916182364857601,0
2757,2,1,19,0.3931028146913605,0
3898,1,1,16,0.4144191008337358,0
904,2,2,6,0.5400507265787283,0
174,0,1,2,0.6934448700412001,1
2275,2,3,18,0.7148647650934463,1
4024,1,2,18,0.640344945427641,0
2189,2,0,23,0.8171431168452601,1
140,0,2,8,0.8160741521297157,1
2181,1,1,9,0.599339230181172,0
4783,2,3,13,0.387108567532661,0
1722,1,2,17,0.6711223388369862,1
441,1,3,14,0.5670283447956828,0
4152,1,0,0,0.3965460928345923,0
2174,2,0,5,0.9872720469753875,1
745,1,4,14,0.5588287724960715,0
4926,2,4,5,0.7380584877348616,0
4363,0,2,17,0.6430902029356176,0
709,2,4,0,0.39997979545173623,0
554,0,3,23,0.3388805363607994,0
3053,2,4,2,0.7380385905573712,0
1808,1,3,16,0.4729153092435199,0
3572,2,4,15,0.4705577997296005,0
3069,1,4,7,0.9698833327972174,0
3128,0,4,16,0.623241313017904,0
4897,2,1,7,0.32059824655048247,0
2781,1,1,16,0.5378899006048647,0
3729,0,4,8,0.7091440795765587,0
4325,0,3,11,0.5299971929619846,0
3167,2,2,18,0.3187963678238996,0
1486,0,0,3,0.6110178858267148,1
3876,1,1,20,0.37413443532234447,0
2966,0,4,21,0.733412017263893,1
4888,0,0,10,0.7337109701558816,0
3463,1,1,3,0.32643139771888047,0
4989,0,2,13,0.503466383119564,0
4224,0,3,13,0.5895803846173027,0
248,0,4,5,0.6851848685014246,1
3950,0,2,16,0.5072444007957365,0
2158,1,1,1,0.5014225587859786,0
1236,0,4,7,0.9881106093751815,1
286,1,0,3,0.32930395700462994,0
2954,0,3,9,0.9923317898638062,1
1350,0,1,6,0.3334263587548776,0
1433,0,3,3,0.5018389994562801,0
4293,0,4,15,0.645583598478545,0
4250,1,2,13,0.40030884011002765,0
2811,1,3,15,0.39439245376310667,0
4953,1,0,8,0.47941889928266207,0
4601,2,1,3,0.9814550285014987,0
1885,0,0,23,0.5660818012121949,0
850,0,3,5,0.6961963867884342,1
1862,1,2,0,0.7930039816671524,1
4020,2,2,6,0.8195552848669472,0
4560,0,0,0,0.7816286764417484,0
581,1,4,18,0.5358497352342073,0
253,0,4,7,0.3782094791492437,0
1624,0,2,2,0.4972015327332476,0
2220,1,0,0,0.4472066587386546,0
2443,1,0,0,0.3953941134085217,0
1340,0,0,6,0.3171477122261331,0
160,0,3,20,0.9550080943408898,1
1038,1,4,12,0.9447240705817368,1
1739,0,4,0,0.33529190394111846,0
4220,0,3,15,0.4211592009742812,0
4326,1,1,21,0.39765033002395556,0
3669,0,3,21,0.4968560540950621,0
1352,0,0,13,0.44284820933511876,0
4303,2,3,3,0.9620974761784984,0
271,1,0,22,0.3589193055921427,0
1558,2,2,22,0.44816957890315223,0
3649,2,0,11,0.3565063132080401,0
4297,2,4,11,0.9862697440511055,0
2422,0,3,16,0.9428894563679036,1
1736,0,0,20,0.8016421128357876,1
3215,2,1,14,0.5981811225539393,0
4190,2,2,9,0.4331246948667947,0
3104,2,1,2,0.45504280751409965,0
429,0,1,22,0.610128005989208,1
3740,2,1,19,0.837755869935537,0
3994,2,2,19,0.4853106471992712,0
4207,1,2,11,0.5175543387742526,0
1441,1,2,0,0.7199610039831295,1
3763,0,2,0,0.46641055359477746,0
315,1,1,9,0.7089530349049624,1
438,1,4,17,0.5709916252905991,0
4162,1,4,14,0.3240577441309436,0
2808,0,2,1,0.5818909003623747,0
3252,1,3,16,0.9436676956634014,0
1850,0,0,7,0.5051783153934224,0
2521,2,3,21,0.5259826726055282,0
809,1,3,21,0.3461586216415008,0
3826,0,3,8,0.7305332139985059,0
3742,1,4,20,0.8944696550088371,0
4093,2,0,19,0.5470460251651711,0
588,0,3,10,0.46817189026399186,0
146,0,2,5,0.9696282979147011,1
3459,0,4,23,0.821550830214042,0
4973,2,2,13,0.6970144914982852,0
4906,2,2,0,0.5138718164414189,0
500,2,3,6,0.45455861258348057,0
4090,0,2,23,0.801020827300327,0
3257,2,0,8,0.6652521719961408,0
4445,1,2,10,0.6644198717620867,0
490,2,3,23,0.35159687307057064,0
3953,0,2,22,0.6585361337317241,0
4530,1,4,15,0.8759208217276455,0
728,2,4,18,0.9627594944570312,1
4332,1,4,1,0.3746776782372146,0
3030,1,1,14,0.7418156474893496,0
1621,0,4,2,0.6978430755587728,1
926,1,4,3,0.9232187436636992,1
4922,1,1,19,0.8258708211294099,0
1600,0,4,21,0.9756833084157193,1
3394,0,3,6,0.9720227763073974,0
2519,0,4,11,0.4579795653416545,0
1034,1,4,3,0.8077456103302953,1
3142,1,1,9,0.671366163955426,0
4597,1,3,5,0.4502213966507138,0
1566,0,2,21,0.4364083575521805,0
3661,2,0,13,0.35675903888640054,0
714,1,3,2,0.8568816934930823,1
1282,2,2,16,0.5271533464340067,0
3323,0,3,10,0.8998781847302766,0
2767,1,2,9,0.7258207562162502,1
230,2,2,20,0.7715433483869225,1
3083,1,3,9,0.5041716247271376,0
4378,1,1,9,0.6201059955769785,0
4559,1,3,2,0.5886223046581873,0
138,2,3,23,0.4649820647472208,0
4059,0,2,14,0.8827585179687547,0
3687,1,0,16,0.7354591540646347,0
1020,0,2,17,0.3262023842171491,0
2869,0,4,18,0.8739419135650819,1
4211,2,3,18,0.374226429220014,0
592,2,3,11,0.5825875034727914,0
1231,0,1,23,0.6998798311412645,1
3621,1,2,4,0.3053558719628526,0
410,2,1,23,0.7570356738100552,1
838,1,3,15,0.76179205769218,1
3341,1,2,14,0.7567684219928527,0
645,1,2,14,0.41442755667439396,0
2561,0,4,5,0.47901262874148454,0
4446,1,4,11,0.47316307367291816,0
4954,0,0,1,0.9720468882257458,0
1904,0,4,19,0.3472697310581141,0
3312,1,2,8,0.6001330553924528,0
3910,1,4,3,0.9098777340741357,0
913,1,0,4,0.8386261961134012,1
4224,1,3,20,0.8757094872542486,0
2132,0,4,7,0.9806055088856331,1
4672,1,2,21,0.5710832685912322,0
4513,1,3,9,0.5167586920663227,0
344,0,2,6,0.3214616431051381,0
4943,2,3,21,0.40501355325290345,0
4892,2,2,13,0.6934102581801169,0
371,0,4,4,0.410362416537338,0
3611,2,4,15,0.8154135111866374,0
1871,0,0,14,0.3260628234411562,0
1362,1,3,4,0.4816416162665173,0
2524,1,0,2,0.786817186371942,1
4461,2,1,22,0.4788519769673446,0
1020,1,4,9,0.8101323249571248,1
3530,2,3,4,0.9971047128014912,0
4535,2,0,22,0.8579587688143724,0
4584,1,0,14,0.5392848211327017,0
2724,1,1,17,0.9304143304397827,1
3860,2,0,7,0.3358258149677466,0
2150,1,2,20,0.8075047771131185,1
3600,0,4,1,0.31632563209387254,0
1265,1,0,21,0.4221888467498755,0
475,1,0,7,0.9913100190770021,1
2133,0,1,22,0.5526194387460148,0
245,1,2,7,0.874349564714967,1
4488,1,0,3,0.5632606989849214,0
531,2,4,18,0.8880199155584709,1
804,1,4,22,0.975807692088742,1
2732,1,0,17,0.6048753703934165,1
4594,0,2,20,0.6915444342937955,0
1063,2,4,22,0.7400476429744973,1
2334,2,4,0,0.9543843615226648,1
2141,2,2,19,0.4797208612041905,0
1928,1,2,14,0.7278745609836086,1
2208,2,0,17,0.5273041597561997,0
4168,0,3,21,0.45185322612769363,0
1038,2,1,11,0.3594442373162499,0
4905,0,3,0,0.7344976046151641,0
906,2,3,6,0.9174598352100978,1
1563,2,4,18,0.5459750221911588,0
3515,0,2,0,0.6868679753350841,0
110,2,4,23,0.749493656705881,1
1968,2,1,6,0.5902551244566427,0
4967,2,0,1,0.9323434952562406,0
984,1,1,6,0.5539286128408236,0
3664,0,4,18,0.38750757406289055,0
1489,2,4,12,0.4008142506361897,0
3501,0,4,23,0.9236003301553988,0
4421,0,4,4,0.9916056299935718,0
924,0,3,22,0.5022564954002018,0
2365,2,0,18,0.400521907958298,0
1036,2,3,0,0.6375485972293466,1
2900,0,4,0,0.7966696445036185,1
2653,1,2,17,0.7286820356720805,1
3945,0,3,23,0.9657757274578287,0
1896,1,4,0,0.8724445187801395,1
153,0,4,4,0.9082805155448015,1
826,0,0,8,0.6791670111943491,1
2836,0,1,11,0.529092635332015,0
3270,2,3,8,0.7912152073224052,0
2013,1,3,17,0.6073371279659765,1
1696,1,3,22,0.5014279683936271,0
2014,0,4,10,0.40658947997060824,0
2566,2,0,0,0.6695119455226937,1
2837,2,4,18,0.7159774970399431,1
949,1,4,21,0.6981499778579224,1
2209,2,2,9,0.3815838544034878,0
102,1,0,1,0.6989911236771202,1
4355,1,3,6,0.4178898747635987,0
4169,1,1,19,0.7645999158160283,0
4976,2,3,1,0.6005687976658733,0
992,1,4,18,0.8941520114174089,1
2130,1,0,5,0.8447860213556451,1
3260,0,0,9,0.8070674360616437,0
2476,1,0,8,0.7905159695340116,1
4775,1,2,7,0.6923416276346714,0
2033,0,3,10,0.342779503289841,0
1480,0,2,8,0.7588427364731006,1
3781,2,1,19,0.6268455242946006,0
1390,1,4,19,0.628688299795473,1
1740,2,2,8,0.5653155368263887,0
2782,2,2,7,0.9503496403891973,1
1087,0,4,14,0.47461588686670264,0
1318,2,0,1,0.5216161173868458,0
1455,1,4,23,0.9741285479149357,1
4365,0,3,0,0.8671076146936885,0
4716,1,4,8,0.309860488514009,0
4235,1,0,8,0.9342753199033116,0
1660,0,4,12,0.4586531091831492,0
1518,1,2,7,0.7941527774162445,1
1054,0,1,20,0.6871511751570508,1
1083,1,2,4,0.6757683185219487,1
1074,0,1,2,0.8025449263749034,1
4233,2,4,20,0.4450270303261078,0
4072,1,3,3,0.41131759153649855,0
1013,0,4,16,0.7563388247130662,1
4649,1,0,15,0.5034054602332636,0
136,1,4,15,0.9817651453604326,1
3487,1,1,19,0.6160582873522713,0
1811,0,2,2,0.37811791400487565,0
3120,2,3,5,0.7800706163204312,0
895,2,4,0,0.5143115047262918,0
4136,2,4,20,0.40401119933498153,0
4788,0,2,15,0.5959763540229446,0
3211,2,3,14,0.9749555946610946,0
1424,0,4,6,0.588001403470991,0
417,1,4,1,0.5431336360117444,0
2496,1,1,9,0.6111562734485129,1
2262,2,1,14,0.30848099391975387,0
2845,0,0,5,0.3931710770190298,0
1691,1,2,1,0.8947722326942253,1
3211,0,3,23,0.9846240884661595,0
4030,0,4,23,0.4105590399225769,0
2096,1,4,16,0.6748624728708359,1
1412,0,0,0,0.9764334036639506,1
1385,1,4,0,0.4096069633252747,0
4411,1,2,3,0.4304167322517152,0
2483,1,0,19,0.9487714477498788,1
3339,0,2,15,0.7939813525166677,0
2239,1,0,7,0.4063766807895125,0
1804,0,4,0,0.5754448697830268,0
462,1,0,18,0.33938896095029736,0
2704,1,1,10,0.6028700737423859,1
1816,2,3,16,0.8445310461409259,1
4551,2,4,9,0.687780438210289,0
4386,2,3,11,0.7532094852713421,0
3838,0,4,8,0.5287740925401464,0
2569,0,3,6,0.4129771424213551,0
4895,1,1,11,0.30918167304143906,0
656,1,3,14,0.8749186410305418,1
925,1,0,7,0.7456581915420515,1
2908,1,3,16,0.46052486890138183,0
4621,0,4,4,0.5929037720541064,0
2819,1,2,13,0.8610102881096799,1
3608,1,3,1,0.67709013026397,0
3841,2,3,15,0.5101119135121848,0
1674,1,3,16,0.4870291620194798,0
4098,1,4,2,0.4523298171141779,0
2229,1,3,22,0.8766109160939188,1
2503,0,4,0,0.7073022454792637,1
3429,2,4,17,0.796410015991025,0
688,1,2,17,0.9020843089781894,1
2112,1,0,3,0.9908031917711513,1
1647,2,4,14,0.4746385105715474,0
394,1,1,18,0.42663174122053904,0
2085,0,3,18,0.623398839955764,1
3217,1,1,9,0.3245498956349727,0
1790,0,3,4,0.8542025170944698,1
1236,0,2,18,0.9186319991840675,1
2164,1,4,10,0.7802277891236198,1
4555,2,0,6,0.4875965171945265,0
4895,0,4,4,0.3862088317921534,0
4643,2,3,19,0.5675009315439219,0
